id,question,multiSelect,optionA,optionB,optionC,optionD,optionE,optionF,correctAnswers,times,domain
8300,Which of the following statements is true regarding a DynamoDB table?,False,It can store only one data type.,"When you create a table, you must define the maximum number of items that it can store.",Items in a table can have duplicate values for the primary key.,Items in a table don’t have to have all the same attributes.,,,D,1,Cloud Technology and Services
8301,Which configuration parameters can you adjust to improve write performance against a DynamoDB table? (Select TWO.),True,Decrease read capacity units (RCU),Increase read capacity units,Increase write capacity units (WCU),Decrease write capacity units,Enable DynamoDB Auto Scaling,,"C,E",1,Cloud Technology and Services
8302,Which DynamoDB operation is the most read-intensive?,False,Write,Query,Scan,Update,,,C,1,Cloud Technology and Services
8303,Which of the following would be appropriate to use for a primary key in a DynamoDB table that stores a customer list?,False,The customer’s full name,The customer’s phone number,The customer’s city,A randomly generated customer ID number,,,D,1,Cloud Technology and Services
8304,Which type of Redshift node uses magnetic storage?,False,Cost-optimized,Dense compute,Dense storage,Dense memory,,,C,1,Cloud Technology and Services
8305,Which Redshift feature can analyze structured data stored in S3?,False,Redshift Spectrum,Redshift S3,Amazon Athena,Amazon RDS,,,A,1,Cloud Technology and Services
8306,What is the term for a relational database that stores large amounts of structured data from a variety of sources for reporting and analysis?,False,Data storehouse,Data warehouse,Report cluster,Dense storage node,,,B,1,Cloud Technology and Services
8307,What’s the maximum amount of data you can store in a Redshift cluster when using dense storage nodes?,False,2 PB,326 TB,2 TB,326 PB,236 TB,,A,1,Cloud Technology and Services
8308,Which of the following are true of a default VPC? (Select TWO.),True,A default VPC spans multiple regions.,AWS creates a default VPC in each region.,AWS creates a default VPC in each Availability Zone.,"By default, each default VPC is available to one AWS account.",,,"B,D",1,Cloud Technology and Services
8309,Which of the following is a valid CIDR for a VPC or subnet?,False,10.0.0.0/28,10.0.0.0/29,10.0.0.0/8,10.0.0.0/15,,,A,1,Cloud Technology and Services
8310,Which of the following are true regarding subnets? (Select TWO.),True,A VPC must have at least two subnets.,A subnet must have a CIDR that’s a subset of the CIDR of the VPC in which it resides.,A subnet spans one Availability Zone.,A subnet spans multiple Availability Zones.,,,"B,C",1,Cloud Technology and Services
8311,Which of the following is true of a new security group?,False,It contains an inbound rule denying access from public IP addresses.,It contains an outbound rule denying access to public IP addresses.,It contains an outbound rule allowing access to any IP address.,It contains an inbound rule allowing access from any IP address.,It contains an inbound rule denying access from any IP address.,,E,1,Security and Compliance
8312,What’s the difference between a security group and a network access control list (NACL)? (Select TWO.),True,A network access control list operates at the instance level.,A security group operates at the instance level.,A security group operates at the subnet level.,A network access control list operates at the subnet level.,,,"B,D",1,Security and Compliance
8313,Which of the following is true of a VPC peering connection?,False,It’s a private connection that connects more than three VPCs.,It’s a private connection between two VPCs.,It’s a public connection between two VPCs.,It’s a virtual private network (VPN) connection between two VPCs.,,,B,1,Security and Compliance
8314,What are two differences between a virtual private network (VPN) connection and a Direct Connect connection? (Select TWO.),True,A Direct Connect connection offers predictable latency because it doesn’t traverse the internet.,A VPN connection uses the internet for transport.,A Direct Connect connection uses AES 128- or 256-bit encryption.,A VPN connection requires proprietary hardware.,,,"A,B",1,Security and Compliance
8315,Which of the following are true about registering a domain name with Route 53? (Select TWO.),True,The registrar you use to register a domain name determines who will host DNS for that domain.,You can register a domain name for a term of up to 10 years.,Route 53 creates a private hosted zone for the domain.,Route 53 creates a public hosted zone for the domain.,,,"A,D",1,Security and Compliance
8316,Which of the following Route 53 routing policies can return set of randomly ordered values?,False,Simple,Multivalue Answer,Failover,Latency,,,B,1,Cloud Technology and Services
8317,Which of the following Route 53 routing policies doesn’t use health checks?,False,Latency,Multivalue Answer,Simple,Geolocation,,,C,1,Cloud Technology and Services
8318,Which of the following types of Route 53 health checks works by making a test connection to a TCP port?,False,Simple,CloudWatch alarm,Endpoint,Calculated,,,C,1,Cloud Technology and Services
8319,You have two EC2 instances hosting a web application. You want to distribute 20 percent of traffic to one instance and 80 percent to the other. Which of the following Route 53 routing policies should you use?,False,Weighted,Failover,Multivalue Answer,Simple,,,A,1,Cloud Technology and Services
8320,Resources in a VPC need to be able to resolve internal IP addresses for other resources in the VPC. No one outside of the VPC should be able to resolve these addresses. Which of the following Route 53 resources can help you achieve this?,False,A public hosted zone,A private hosted zone,Domain name registration,Health checks,,,B,1,Security and Compliance
8321,You want to provide private name resolution for two VPCs using the domain name company.pri. How many private hosted zones do you need to create?,False,1,2,3,4,,,A,1,Security and Compliance
8322,On how many continents are CloudFront edge locations distributed?,False,7,6,5,4,,,B,1,Cloud Technology and Services
8323,From where does CloudFront retrieve content to store for caching?,False,Regions,Origins,Distributions,Edge locations,,,B,1,Cloud Technology and Services
8324,Which CloudFront distribution type requires you to provide a media player?,False,Streaming,RTMP,Web,Edge,,,B,1,Cloud Technology and Services
8325,You need to deliver content to users in the United States and Canada. Which of the following edge location options will be the most cost effective for your CloudFront distribution?,False,"United States, Canada, and Europe","United States, Canada, Europe, and Asia","United States, Canada, Europe, Asia, and Africa",All edge locations,,,A,1,Cloud Technology and Services
